"FieldID","Column","Row2","ID2","Northing","Easting","Year","SampleID","Crop","GrainWeightWet","Strip","Field","StripMean","RelativeYield"
"CookEast",5,"B",22,5180611.018,493341.1483,1999,NA,"SW",330.12,4,"A",475.438260869565,0.694348829638192
"CookEast",6,"B",23,5180609.627,493371.4556,1999,NA,"SW",420.74,4,"A",475.438260869565,0.884951916218263
"CookEast",7,"C",47,5180649.64,493385.6199,1999,NA,"SW",518.5,4,"A",475.438260869565,1.09057272557677
"CookEast",7,"D",72,5180681.413,493392.2963,1999,NA,"SW",511.96,4,"A",475.438260869565,1.07681699630913
"CookEast",8,"D",73,5180680.044,493421.8027,1999,NA,"SW",586.53,4,"A",475.438260869565,1.23366175647549
"CookEast",8,"E",100,5180709.813,493435.6872,1999,NA,"SW",565.53,4,"A",475.438260869565,1.18949198359774
"CookEast",8,"F",126,5180740.797,493434.1733,1999,NA,"SW",419.26,4,"A",475.438260869565,0.88183899889164
"CookEast",9,"G",152,5180761.607,493447.7845,1999,NA,"SW",465.29,4,"A",475.438260869565,0.978654934394627
"CookEast",10,"G",153,5180775.884,493478.5079,1999,NA,"SW",266.15,4,"A",475.438260869565,0.559799288162501
"CookEast",10,"H",179,5180807.646,493495.6416,1999,NA,"SW",535,4,"A",475.438260869565,1.12527754712357
"CookEast",11,"I",204,5180822.519,493512.3753,1999,NA,"SW",707.26,4,"A",475.438260869565,1.48759588407218
"CookEast",11,"J",229,5180854.27,493540.2721,1999,NA,"SW",404.82,4,"A",475.438260869565,0.851467021731894
"CookEast",12,"K",252,5180893.14,493543.7083,1999,NA,"SW",323.03,4,"A",475.438260869565,0.679436272985657
"CookEast",13,"K",253,5180890.682,493573.2116,1999,NA,"SW",468.66,4,"A",475.438260869565,0.985743131280247
"CookEast",13,"L",276,5180922.441,493594.1613,1999,NA,"SW",321.97,4,"A",475.438260869565,0.67720675111659
"CookEast",13,"M",301,5180954.217,493598.3173,1999,NA,"SW",636.27,4,"A",475.438260869565,1.33828101852021
"CookEast",14,"N",327,5180992.969,493626.3731,1999,NA,"SW",544.08,4,"A",475.438260869565,1.1443757155869
"CookEast",14,"O",351,5181024.739,493636.6355,1999,NA,"SW",218.12,4,"A",475.438260869565,0.458776707623538
"CookEast",15,"P",374,5181047.709,493667.2694,1999,NA,"SW",718.11,4,"A",475.438260869565,1.51041693339235
"CookEast",16,"Q",397,5181087.133,493690.2107,1999,NA,"SW",445.21,4,"A",475.438260869565,0.936420218233428
"CookEast",17,"Q",398,5181093.211,493719.7229,1999,NA,"SW",522.46,4,"A",475.438260869565,1.098901882748
"CookEast",17,"R",421,5181114.814,493712.7748,1999,NA,"SW",557.27,4,"A",475.438260869565,1.17211853959916
"CookEast",6,"A",2,5180575.071,493353.586,1999,NA,"SW",493.24,5,"A",529.7735,0.931039397025333
"CookEast",7,"A",3,5180586.081,493383.107,1999,NA,"SW",518.86,5,"A",529.7735,0.979399686847304
"CookEast",7,"B",24,5180617.838,493404.9749,1999,NA,"SW",471.08,5,"A",529.7735,0.889210200208202
"CookEast",8,"C",48,5180646.271,493417.5255,1999,NA,"SW",659.78,5,"A",529.7735,1.24540015685949
"CookEast",9,"E",101,5180699.222,493467.5846,1999,NA,"SW",487.74,5,"A",529.7735,0.920657601786424
"CookEast",9,"F",127,5180730.206,493466.0706,1999,NA,"SW",414.02,5,"A",529.7735,0.78150379360236
"CookEast",10,"F",128,5180744.083,493496.7941,1999,NA,"SW",549.99,5,"A",529.7735,1.03816064789953
"CookEast",11,"G",154,5180758.959,493510.3982,1999,NA,"SW",360.96,5,"A",529.7735,0.681347783533906
"CookEast",11,"H",180,5180790.721,493527.5319,1999,NA,"SW",543.11,5,"A",529.7735,1.02517396585522
"CookEast",12,"I",205,5180832.374,493544.2943,1999,NA,"SW",656.79,5,"A",529.7735,1.23975623544779
"CookEast",12,"J",230,5180864.125,493572.1908,1999,NA,"SW",398.92,5,"A",529.7735,0.75300104667372
"CookEast",14,"K",254,5180897.649,493605.1271,1999,NA,"SW",585.45,5,"A",529.7735,1.10509491320347
"CookEast",14,"L",277,5180929.408,493626.0766,1999,NA,"SW",262.26,5,"A",529.7735,0.495041748973854
"CookEast",14,"M",302,5180959.585,493631.4319,1999,NA,"SW",710.77,5,"A",529.7735,1.34164883671984
"CookEast",15,"N",328,5180984.157,493658.2713,1999,NA,"SW",601.14,5,"A",529.7735,1.13471134362138
"CookEast",15,"O",352,5181014.328,493670.5327,1999,NA,"SW",604.73,5,"A",529.7735,1.14148782451368
"CookEast",16,"O",353,5181023.561,493700.4489,1999,NA,"SW",605.1,5,"A",529.7735,1.14218623619339
"CookEast",16,"P",375,5181054.144,493700.3841,1999,NA,"SW",572.18,5,"A",529.7735,1.08004647269069
"CookEast",17,"P",376,5181059.421,493731.096,1999,NA,"SW",472.49,5,"A",529.7735,0.891871714987632
"CookEast",18,"R",422,5181100.965,493745.8715,1999,NA,"SW",626.86,5,"A",529.7735,1.18326039335678
"CookEast",8,"A",4,5180582.712,493415.013,1999,NA,"SW",587.61,6,"A",564.70619047619,1.04055880723478
"CookEast",8,"B",25,5180614.469,493436.8807,1999,NA,"SW",643.64,6,"A",564.70619047619,1.13977854476369
"CookEast",9,"C",49,5180635.68,493449.4233,1999,NA,"SW",768.08,6,"A",564.70619047619,1.36014092452628
"CookEast",9,"D",74,5180665.854,493458.4984,1999,NA,"SW",749.43,6,"A",564.70619047619,1.32711490087977
"CookEast",10,"D",75,5180680.531,493488.0228,1999,NA,"SW",600.58,6,"A",564.70619047619,1.06352650303613
"CookEast",10,"E",102,5180712.299,493499.5078,1999,NA,"SW",385.13,6,"A",564.70619047619,0.682000669543285
"CookEast",11,"F",129,5180727.158,493528.6847,1999,NA,"SW",477.59,6,"A",564.70619047619,0.845731830205847
"CookEast",12,"G",155,5180768.814,493542.3175,1999,NA,"SW",454.84,6,"A",564.70619047619,0.8054453938542
"CookEast",12,"H",181,5180800.577,493559.451,1999,NA,"SW",634.65,6,"A",564.70619047619,1.12385876178341
"CookEast",13,"I",206,5180827.117,493576.197,1999,NA,"SW",495.78,6,"A",564.70619047619,0.877943270963493
"CookEast",14,"I",207,5180835.683,493606.5134,1999,NA,"SW",578.11,6,"A",564.70619047619,1.02373589974728
"CookEast",13,"J",231,5180858.868,493604.0934,1999,NA,"SW",338.6,6,"A",564.70619047619,0.599603839501873
"CookEast",15,"K",255,5180888.836,493637.0257,1999,NA,"SW",496.47,6,"A",564.70619047619,0.879165145296796
"CookEast",15,"L",278,5180920.595,493657.9751,1999,NA,"SW",468.41,6,"A",564.70619047619,0.829475589075819
"CookEast",15,"M",303,5180951.172,493663.3302,1999,NA,"SW",588.56,6,"A",564.70619047619,1.04224109798353
"CookEast",16,"M",304,5180960.006,493694.0464,1999,NA,"SW",438.04,6,"A",564.70619047619,0.77569541008683
"CookEast",16,"N",329,5180990.991,493691.3863,1999,NA,"SW",629.41,6,"A",564.70619047619,1.11457960017978
"CookEast",17,"N",330,5180995.869,493722.0986,1999,NA,"SW",720.93,6,"A",564.70619047619,1.27664617841726
"CookEast",17,"O",354,5181027.639,493732.3605,1999,NA,"SW",581.52,6,"A",564.70619047619,1.02977443811911
"CookEast",18,"Q",399,5181069.176,493754.006,1999,NA,"SW",734.96,6,"A",564.70619047619,1.30149095652775
"CookEast",19,"Q",400,5181084.589,493785.929,1999,NA,"SW",486.49,6,"A",564.70619047619,0.861492238273084
"CookEast",9,"A",5,5180572.12,493446.9111,1999,NA,"SW",693.97,1,"B",540.629130434783,1.28363412352919
"CookEast",9,"B",26,5180603.878,493468.7786,1999,NA,"SW",682.76,1,"B",540.629130434783,1.26289902183205
"CookEast",10,"C",50,5180644.888,493485.6536,1999,NA,"SW",774.49,1,"B",540.629130434783,1.43257171395323
"CookEast",11,"D",76,5180663.606,493519.9137,1999,NA,"SW",646.62,1,"B",540.629130434783,1.19605097764521
"CookEast",11,"E",103,5180695.374,493531.3986,1999,NA,"SW",489.1,1,"B",540.629130434783,0.904686729711841
"CookEast",12,"E",104,5180707.229,493561.319,1999,NA,"SW",634.89,1,"B",540.629130434783,1.17435403358567
"CookEast",13,"G",156,5180763.557,493574.2206,1999,NA,"SW",582.73,1,"B",540.629130434783,1.07787384584948
"CookEast",14,"G",157,5180770.524,493606.1367,1999,NA,"SW",395.7,1,"B",540.629130434783,0.731925043849879
"CookEast",13,"H",182,5180793.198,493593.7796,1999,NA,"SW",466.23,1,"B",540.629130434783,0.862384162734721
"CookEast",14,"H",183,5180802.287,493623.2698,1999,NA,"SW",719.84,1,"B",540.629130434783,1.33148578105862
"CookEast",15,"I",208,5180825.271,493640.0118,1999,NA,"SW",382.32,1,"B",540.629130434783,0.70717609998657
"CookEast",14,"J",232,5180861.321,493642.6259,1999,NA,"SW",308.79,1,"B",540.629130434783,0.571167890549416
"CookEast",15,"J",233,5180857.023,493667.9079,1999,NA,"SW",356.8,1,"B",540.629130434783,0.659971836354907
"CookEast",16,"K",256,5180896.47,493668.9418,1999,NA,"SW",315.54,1,"B",540.629130434783,0.583653344292117
"CookEast",17,"K",257,5180900.548,493700.8541,1999,NA,"SW",406.01,1,"B",540.629130434783,0.750995418381322
"CookEast",16,"L",279,5180926.713,493690.9522,1999,NA,"SW",542.79,1,"B",540.629130434783,1.00399695362971
"CookEast",17,"L",280,5180932.307,493721.8031,1999,NA,"SW",542.79,1,"B",540.629130434783,1.00399695362971
"CookEast",17,"M",305,5180964.084,493725.9584,1999,NA,"SW",543.36,1,"B",540.629130434783,1.00505128083465
"CookEast",18,"N",331,5180973.833,493753.9831,1999,NA,"SW",437.37,1,"B",540.629130434783,0.809001911621484
"CookEast",18,"O",355,5181005.603,493764.2449,1999,NA,"SW",704.55,1,"B",540.629130434783,1.30320391621034
"CookEast",18,"P",377,5181033.528,493767.3783,1999,NA,"SW",574.75,1,"B",540.629130434783,1.06311326498033
"CookEast",19,"P",378,5181052.799,493794.9034,1999,NA,"SW",615.29,1,"B",540.629130434783,1.13809997531057
"CookEast",20,"Q",401,5181084.778,493817.8362,1999,NA,"SW",617.78,1,"B",540.629130434783,1.14270572046899
"CookEast",10,"A",6,5180583.999,493479.2349,1999,NA,"SW",522.21,2,"B",516.74,1.01058559430274
"CookEast",10,"B",27,5180616.156,493502.3017,1999,NA,"SW",667.38,2,"B",516.74,1.29151991330263
"CookEast",11,"C",51,5180631.032,493514.0376,1999,NA,"SW",576.05,2,"B",516.74,1.11477725742153
"CookEast",12,"C",52,5180641.688,493545.1579,1999,NA,"SW",732.8,2,"B",516.74,1.41812129891241
"CookEast",12,"D",77,5180673.461,493551.8335,1999,NA,"SW",485.58,2,"B",516.74,0.939698881449085
"CookEast",13,"F",131,5180731.757,493592.5074,1999,NA,"SW",256.06,2,"B",516.74,0.495529666756976
"CookEast",14,"F",132,5180738.724,493624.4237,1999,NA,"SW",512.11,2,"B",516.74,0.991039981421992
"CookEast",15,"G",158,5180761.711,493638.036,1999,NA,"SW",357.13,2,"B",516.74,0.691121260208229
"CookEast",15,"H",184,5180793.474,493655.169,1999,NA,"SW",383.65,2,"B",516.74,0.742443008089174
"CookEast",16,"I",209,5180832.905,493671.9282,1999,NA,"SW",410.24,2,"B",516.74,0.793900220613848
"CookEast",16,"J",234,5180864.657,493699.8241,1999,NA,"SW",413.22,2,"B",516.74,0.799667144018268
"CookEast",18,"M",306,5180942.048,493757.8431,1999,NA,"SW",471.5,2,"B",516.74,0.912451135967798
"CookEast",19,"N",332,5180989.246,493785.9066,1999,NA,"SW",582.32,2,"B",516.74,1.12691101908116
"CookEast",19,"O",356,5181021.016,493796.1682,1999,NA,"SW",578.22,2,"B",516.74,1.11897666137709
"CookEast",20,"O",357,5181021.206,493828.0757,1999,NA,"SW",519.18,2,"B",516.74,1.00472191043852
"CookEast",20,"P",379,5181052.988,493826.8107,1999,NA,"SW",665.58,2,"B",516.74,1.28803653674962
"CookEast",21,"Q",402,5181068.744,493849.7268,1999,NA,"SW",651.35,2,"B",516.74,1.26049850988892
"CookEast",11,"A",7,5180568.273,493510.7264,1999,NA,"SW",616.96,3,"B",548.998181818182,1.1237924285227
"CookEast",12,"A",8,5180578.128,493542.6467,1999,NA,"SW",372.85,3,"B",548.998181818182,0.679146147197043
"CookEast",11,"B",28,5180600.03,493532.5936,1999,NA,"SW",570.8,3,"B",548.998181818182,1.0397120043451
"CookEast",12,"B",29,5180609.886,493564.5137,1999,NA,"SW",565.26,3,"B",548.998181818182,1.02962089624407
"CookEast",13,"C",53,5180636.431,493577.0616,1999,NA,"SW",656.87,3,"B",548.998181818182,1.19648847984262
"CookEast",13,"D",78,5180668.204,493583.737,1999,NA,"SW",652.22,3,"B",548.998181818182,1.18801850643652
"CookEast",14,"D",79,5180675.171,493615.6537,1999,NA,"SW",451.54,3,"B",548.998181818182,0.822479955224227
"CookEast",14,"E",106,5180706.94,493627.1381,1999,NA,"SW",553.67,3,"B",548.998181818182,1.00850971521681
"CookEast",15,"F",133,5180729.911,493656.3232,1999,NA,"SW",583.53,3,"B",548.998181818182,1.0628996949816
"CookEast",16,"G",159,5180769.345,493669.9528,1999,NA,"SW",414.92,3,"B",548.998181818182,0.755776637776578
"CookEast",16,"H",185,5180801.108,493687.0856,1999,NA,"SW",554,3,"B",548.998181818182,1.00911081010369
"CookEast",17,"I",210,5180836.983,493703.8408,1999,NA,"SW",677.04,3,"B",548.998181818182,1.23322812792889
